"Date: 2026-06-07+0000"
"Version: 7.2"
"Status: 
0 Normal
"","Inbox","Tour Match Prime Minister's XI v Indians (Day 2) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/prime-minister-s-xi-vs-indians-tour-match-1446904/live-cricket-score ","N","2024-11-30T18:30:00+0000","2024-11-30T18:30:00+0000","PT0S","","0","2","2024-11-30T23:10:02+0000","2024-12-01T03:58:16+0000","-2199023255552","Asia/Calcutta","false","false",,,"list","987","","TASK"
"","Inbox","1st Test Australia v India (Day 5) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-1st-test-1426555/live-cricket-score ","N","2024-11-25T20:50:00+0000","2024-11-25T20:50:00+0000","PT0S","","0","2","2024-11-26T01:23:04+0000","2024-11-26T09:35:46+0000","-2199023255552","Asia/Calcutta","false","false",,,"list","988","","TASK"
"","Inbox","1st Test Australia v India (Day 4) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-1st-test-1426555/live-cricket-score ","N","2024-11-24T20:50:00+0000","2024-11-24T20:50:00+0000","PT0S","","0","2","2024-11-25T01:24:33+0000","2024-11-25T04:33:55+0000","-2199023255552","Asia/Calcutta","false","false",,,"list","989","","TASK"
"","Inbox","1st Test Australia v India (Day 3) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-1st-test-1426555/live-cricket-score ","N","2024-11-23T20:50:00+0000","2024-11-23T20:50:00+0000","PT0S","","0","2","2024-11-24T01:28:32+0000","2024-11-24T02:51:28+0000","-2199023255552","Asia/Calcutta","false","false",,,"list","990","","TASK"
"","Inbox","1st Test Australia v India (Day 2) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-1st-test-1426555/live-cricket-score ","N","2024-11-22T20:50:00+0000","2024-11-22T20:50:00+0000","PT0S","","0","2","2024-11-23T01:23:06+0000","2024-11-23T09:39:55+0000","-2199023255552","Asia/Calcutta","false","false",,,"list","991","","TASK"
"","Inbox","Jeybell Raj's birthdayJun 15, 2025 12:00AM","TEXT","","","N","2025-06-15T04:00:00+0000","2025-06-15T04:00:00+0000","","","0","2","2025-06-14T17:36:29+0000","2025-06-15T13:45:03+0000","-1099511627776","","false","false",,,"list","992","","TASK"
"","Inbox","Pay AmazonPayJun 05, 2025 12:00AM","TEXT","","","N","2025-06-05T04:00:00+0000","2025-06-05T04:00:00+0000","","","0","2","2025-06-04T17:46:22+0000","2025-06-12T06:30:35+0000","-1099511627776","","false","false",,,"list","993","","TASK"
"","Inbox","9th Match Gujarat Titans v Mumbai IndiansMar 29, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/gujarat-titans-vs-mumbai-indians-9th-match-1473446/live-cricket-score ","N","2025-03-29T23:30:00+0000","2025-03-29T23:30:00+0000","","","0","2","2025-03-29T13:04:53+0000","2025-03-30T11:38:57+0000","-1099511627776","","false","false",,,"list","994","","TASK"
"","Inbox","8th Match Chennai Super Kings v Royal Challengers BengaluruMar 28, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/chennai-super-kings-vs-royal-challengers-bengaluru-8th-match-1473445/live-cricket-score ","N","2025-03-28T23:30:00+0000","2025-03-28T23:30:00+0000","","","0","2","2025-03-28T13:01:20+0000","2025-03-29T10:13:50+0000","-1099511627776","","false","false",,,"list","995","","TASK"
"","Inbox","7th Match Sunrisers Hyderabad v Lucknow Super GiantsMar 27, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/sunrisers-hyderabad-vs-lucknow-super-giants-7th-match-1473444/live-cricket-score ","N","2025-03-27T23:30:00+0000","2025-03-27T23:30:00+0000","","","0","2","2025-03-27T13:01:12+0000","2025-03-28T10:13:49+0000","-1099511627776","","false","false",,,"list","996","","TASK"
"","Inbox","5th Match Gujarat Titans v Punjab KingsMar 25, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/gujarat-titans-vs-punjab-kings-5th-match-1473442/live-cricket-score ","N","2025-03-25T23:30:00+0000","2025-03-25T23:30:00+0000","","","0","2","2025-03-25T13:12:07+0000","2025-03-26T16:13:02+0000","-1099511627776","","false","false",,,"list","997","","TASK"
"","Inbox","4th Match Delhi Capitals v Lucknow Super GiantsMar 24, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/delhi-capitals-vs-lucknow-super-giants-4th-match-1473441/live-cricket-score ","N","2025-03-24T23:30:00+0000","2025-03-24T23:30:00+0000","","","0","2","2025-03-24T13:00:24+0000","2025-03-25T04:34:05+0000","-1099511627776","","false","false",,,"list","998","","TASK"
"","Inbox","2nd Match Sunrisers Hyderabad v Rajasthan RoyalsMar 23, 2025 03:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/sunrisers-hyderabad-vs-rajasthan-royals-2nd-match-1473439/live-cricket-score ","N","2025-03-23T19:30:00+0000","2025-03-23T19:30:00+0000","","","0","2","2025-03-23T09:04:41+0000","2025-03-23T16:15:38+0000","-1099511627776","","false","false",,,"list","999","","TASK"
"","Inbox","1st Match Kolkata Knight Riders v Royal Challengers BengaluruMar 22, 2025 07:30PM","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest Indian Premier League news at: https://www.espncricinfo.com/series/ipl-2025-1449924/kolkata-knight-riders-vs-royal-challengers-bengaluru-1st-match-1473438/live-cricket-score ","N","2025-03-22T23:30:00+0000","2025-03-22T23:30:00+0000","","","0","2","2025-03-22T13:14:48+0000","2025-03-23T07:28:33+0000","-1099511627776","","false","false",,,"list","1000","","TASK"
"","Inbox"," Match, Group B England v South AfricaMar 01, 2025 ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest ICC Champions Trophy news at: https://www.espncricinfo.com/series/icc-champions-trophy-2024-25-1459031/england-vs-south-africa-11th-match-group-b-1466424/live-cricket-score ","N","2025-03-11T09:00:00+0000","2025-03-11T09:00:00+0000","PT0S","","0","2","2025-03-01T08:06:07+0000","2025-03-04T03:44:57+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1001","","TASK"
"","Inbox"," Match, Group B Afghanistan v EnglandFeb 26, 2025 ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest ICC Champions Trophy news at: https://www.espncricinfo.com/series/icc-champions-trophy-2024-25-1459031/afghanistan-vs-england-8th-match-group-b-1466421/live-cricket-score ","N","2025-02-08T09:00:00+0000","2025-02-08T09:00:00+0000","PT0S","","0","2","2025-02-26T08:14:43+0000","2025-03-01T04:48:17+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1002","","TASK"
"","Inbox"," Match, Group A Pakistan v IndiaFeb 23, 2025 ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest ICC Champions Trophy news at: https://www.espncricinfo.com/series/icc-champions-trophy-2024-25-1459031/pakistan-vs-india-5th-match-group-a-1466418/live-cricket-score ","N","2025-02-05T09:00:00+0000","2025-02-05T09:00:00+0000","PT0S","","0","2","2025-02-23T08:06:40+0000","2025-02-25T05:37:31+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1003","","TASK"
"","Inbox"," Match, Group B Afghanistan v South AfricaFeb 21, 2025 ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest ICC Champions Trophy news at: https://www.espncricinfo.com/series/icc-champions-trophy-2024-25-1459031/afghanistan-vs-south-africa-3rd-match-group-b-1466416/live-cricket-score ","N","2025-02-03T09:00:00+0000","2025-02-03T09:00:00+0000","PT0S","","0","2","2025-02-21T08:26:38+0000","2025-02-23T07:12:43+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1004","","TASK"
"","Inbox"," Match, Group A Bangladesh v IndiaFeb 20, 2025 ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest ICC Champions Trophy news at: https://www.espncricinfo.com/series/icc-champions-trophy-2024-25-1459031/bangladesh-vs-india-2nd-match-group-a-1466415/live-cricket-score ","N","2025-02-02T09:00:00+0000","2025-02-02T09:00:00+0000","PT0S","","0","2","2025-02-20T08:11:57+0000","2025-02-21T05:54:11+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1005","","TASK"
"","Inbox","Anandkumar Issac's birthdayFeb 16, 2025 ","TEXT","","","N","2025-02-15T18:30:00+0000","2025-02-15T18:30:00+0000","PT0S","","0","2","2025-02-15T17:39:43+0000","2025-02-16T05:40:16+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1006","","TASK"
"","Inbox","Pay AmazonPayFeb 05, 2025 ","TEXT","","","N","2025-02-04T18:30:00+0000","2025-02-04T18:30:00+0000","PT0S","","0","2","2025-02-04T17:36:21+0000","2025-02-06T08:26:44+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1007","","TASK"
"","Inbox"," T20I India v EnglandFeb 02, 2025 ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest England tour of India news at: https://www.espncricinfo.com/series/england-in-india-2024-25-1439850/india-vs-england-5th-t20i-1439903/live-cricket-score ","N","2025-02-05T13:30:00+0000","2025-02-05T13:30:00+0000","PT0S","","0","2","2025-02-02T12:42:10+0000","2025-02-03T13:24:56+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1008","","TASK"
"","Inbox","5th Test Australia v India (Day 5) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-5th-test-1426559/live-cricket-score ","N","2025-01-06T23:30:00+0000","2025-01-06T23:30:00+0000","PT0S","","0","2","2025-01-06T22:41:35+0000","2025-01-07T15:02:36+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1009","","TASK"
"","Inbox","4th Test Australia v India (Day 5) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-4th-test-1426558/live-cricket-score ","N","2024-12-29T23:30:00+0000","2024-12-29T23:30:00+0000","PT0S","","0","2","2024-12-29T22:36:30+0000","2024-12-30T09:51:29+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1010","","TASK"
"","Inbox","4th Test Australia v India (Day 4) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-4th-test-1426558/live-cricket-score ","N","2024-12-28T23:30:00+0000","2024-12-28T23:30:00+0000","PT0S","","0","2","2024-12-28T22:36:01+0000","2024-12-29T09:25:42+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1011","","TASK"
"","Inbox","4th Test Australia v India (Day 3) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-4th-test-1426558/live-cricket-score ","N","2024-12-27T23:30:00+0000","2024-12-27T23:30:00+0000","PT0S","","0","2","2024-12-27T22:37:31+0000","2024-12-28T04:29:49+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1012","","TASK"
"","Inbox","4th Test Australia v India (Day 2) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-4th-test-1426558/live-cricket-score ","N","2024-12-26T23:30:00+0000","2024-12-26T23:30:00+0000","PT0S","","0","2","2024-12-26T22:37:20+0000","2024-12-27T09:04:23+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1013","","TASK"
"","Inbox","4th Test Australia v India (Day 1) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-4th-test-1426558/live-cricket-score ","N","2024-12-25T23:30:00+0000","2024-12-25T23:30:00+0000","PT0S","","0","2","2024-12-25T22:39:35+0000","2024-12-26T02:52:46+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1014","","TASK"
"","Inbox","3rd Test Australia v India (Day 5) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-3rd-test-1426557/live-cricket-score ","N","2024-12-17T18:50:00+0000","2024-12-17T18:50:00+0000","PT0S","","0","2","2024-12-17T23:20:28+0000","2024-12-18T09:29:57+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1015","","TASK"
"","Inbox","3rd Test Australia v India (Day 4) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-3rd-test-1426557/live-cricket-score ","N","2024-12-16T18:50:00+0000","2024-12-16T18:50:00+0000","PT0S","","0","2","2024-12-16T23:26:23+0000","2024-12-17T04:32:32+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1016","","TASK"
"","Inbox","3rd Test Australia v India (Day 3) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-3rd-test-1426557/live-cricket-score ","N","2024-12-15T18:50:00+0000","2024-12-15T18:50:00+0000","PT0S","","0","2","2024-12-15T23:33:30+0000","2024-12-16T01:38:51+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1017","","TASK"
"","Inbox","3rd Test Australia v India (Day 2) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-3rd-test-1426557/live-cricket-score ","N","2024-12-14T18:50:00+0000","2024-12-14T18:50:00+0000","PT0S","","0","2","2024-12-14T23:27:51+0000","2024-12-15T03:16:55+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1018","","TASK"
"","Inbox","3rd Test Australia v India (Day 1) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/australia-vs-india-3rd-test-1426557/live-cricket-score ","N","2024-12-13T18:50:00+0000","2024-12-13T18:50:00+0000","PT0S","","0","2","2024-12-13T23:24:55+0000","2024-12-14T16:57:16+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1019","","TASK"
"","Inbox","Tour Match Prime Minister's XI v Indians (Day 1) ","TEXT","","Follow every ball of every international match live on ESPNcricinfo.com.Get all the latest India tour of Australia news at: https://www.espncricinfo.com/series/australia-vs-india-2024-25-1426547/prime-minister-s-xi-vs-indians-tour-match-1446904/live-cricket-score ","N","2024-11-29T18:30:00+0000","2024-11-29T18:30:00+0000","PT0S","","0","2","2024-11-29T23:06:40+0000","2024-12-01T04:01:59+0000","-1099511627776","Asia/Calcutta","false","false",,,"list","1020","","TASK"
